Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Afghanistan,12/10/22,206543,7839,,,39,,530.57231491062,,,,,4,AFG,2022/12/10,0,12304901,0
Afghanistan,12/11/22,206603,7839,,,60,,530.7264442633196,,,,,4,AFG,2022/12/11,0,12304901,0
Afghanistan,12/12/22,206702,7840,,,99,,530.980757695274,,,,,4,AFG,2022/12/12,1,12304901,0
Afghanistan,12/13/22,206743,7843,,,41,,531.0860794196187,,,,,4,AFG,2022/12/13,3,12304901,0
Afghanistan,12/14/22,206788,7843,,,45,,531.2016764341435,,,,,4,AFG,2022/12/14,0,12304901,0
Afghanistan,12/15/22,206879,7843,,,91,,531.4354392857379,,,,,4,AFG,2022/12/15,0,12304901,0
Afghanistan,12/16/22,206912,7843,,,33,,531.5202104297226,,,,,4,AFG,2022/12/16,0,12304901,0
Afghanistan,12/17/22,206943,7844,,,31,,531.5998439286175,,,,,4,AFG,2022/12/17,1,12304901,0
Afghanistan,12/18/22,207037,7845,,,94,,531.8413132478469,,,,,4,AFG,2022/12/18,1,12304901,0
Afghanistan,12/19/22,207084,7845,,,47,,531.9620479074615,,,,,4,AFG,2022/12/19,0,12304901,0
Afghanistan,12/20/22,207146,7845,,,62,,532.1213149052512,,,,,4,AFG,2022/12/20,0,12304901,0
Afghanistan,12/21/22,207190,7845,,,44,,532.2343430972309,,,,,4,AFG,2022/12/21,0,12304901,0
Afghanistan,12/22/22,207239,7845,,,49,,532.3602154019355,,,,,4,AFG,2022/12/22,0,12304901,0
Afghanistan,12/23/22,207262,7845,,,23,,532.4192983204704,,,,,4,AFG,2022/12/23,0,12449870,144969
Afghanistan,12/24/22,207310,7845,,,48,,532.5426018026301,,,,,4,AFG,2022/12/24,0,12449870,0
Afghanistan,12/25/22,207399,7846,,,89,,532.7712270091346,,,,,4,AFG,2022/12/25,1,12304901,
Afghanistan,12/26/22,207438,7846,,,39,,532.8714110883893,,,,,4,AFG,2022/12/26,0,12304901,0
Afghanistan,12/27/22,207460,7846,,,22,,532.9279251843792,,,,,4,AFG,2022/12/27,0,12304901,0
Afghanistan,12/28/22,207493,7846,,,33,,533.012696328364,,,,,4,AFG,2022/12/28,0,12304901,0
Afghanistan,12/29/22,207511,7847,,,18,,533.0589351341738,,,,,4,AFG,2022/12/29,1,12449870,144969
Afghanistan,12/30/22,207550,7847,,,39,,533.1591192134285,,,,,4,AFG,2022/12/30,0,12449870,0
Afghanistan,12/31/22,207559,7849,,,9,,533.1822386163335,,,,,4,AFG,2022/12/31,2,12449870,0
Afghanistan,1/1/23,207616,7849,,,57,,533.3286615013982,,,,,4,AFG,2023/01/01,0,12449870,0
Afghanistan,1/2/23,207627,7849,,,11,,533.3569185493931,,,,,4,AFG,2023/01/02,0,12449870,0
Afghanistan,1/3/23,207654,7850,,,27,,533.426276758108,,,,,4,AFG,2023/01/03,1,12449870,0
Afghanistan,1/4/23,207715,7850,,,61,,533.5829749333525,,,,,4,AFG,2023/01/04,0,12449870,0
Afghanistan,1/5/23,207748,7850,,,33,,533.6677460773374,,,,,4,AFG,2023/01/05,0,12449870,0
Afghanistan,1/6/23,207766,7850,,,18,,533.7139848831472,,,,,4,AFG,2023/01/06,0,,
Albania,12/10/22,333521,3594,,,30,,11589.44332476197,,,,,8,ALB,2022/12/10,0,3017443,0
Albania,12/11/22,333533,3594,,,12,,11589.860309958996,,,,,8,ALB,2022/12/11,0,3017443,0
Albania,12/12/22,333535,3594,,,2,,11589.929807491833,,,,,8,ALB,2022/12/12,0,3025728,8285
Albania,12/13/22,333567,3594,,,32,,11591.041768017236,,,,,8,ALB,2022/12/13,0,3025728,0
Albania,12/14/22,333591,3594,,,24,,11591.875738411287,,,,,8,ALB,2022/12/14,0,3017443,
Albania,12/15/22,333613,3594,,,22,,11592.640211272499,,,,,8,ALB,2022/12/15,0,3017443,0
Albania,12/16/22,333635,3594,,,22,,11593.404684133713,,,,,8,ALB,2022/12/16,0,3017443,0
Albania,12/18/22,333650,3594,,,15,,11593.925915629996,,,,,8,ALB,2022/12/18,0,3017443,0
Albania,12/19/22,333653,3594,,,3,,11594.030161929251,,,,,8,ALB,2022/12/19,0,3017443,0
Albania,12/20/22,333686,3594,,,33,,11595.176871221072,,,,,8,ALB,2022/12/20,0,3017443,0
Albania,12/21/22,333708,3594,,,22,,11595.941344082285,,,,,8,ALB,2022/12/21,0,3017443,0
Albania,12/23/22,333731,3595,,,23,,11596.740565709917,,,,,8,ALB,2022/12/23,1,3017443,0
Albania,12/24/22,333749,3595,,,18,,11597.366043505455,,,,,8,ALB,2022/12/24,0,3017443,0
Albania,12/26/22,333751,3595,,,2,,11597.435541038292,,,,,8,ALB,2022/12/26,0,3017443,0
Albania,12/28/22,333776,3595,,,25,,11598.304260198764,,,,,8,ALB,2022/12/28,0,3017443,0
Albania,12/30/22,333806,3595,,,30,,11599.346723191327,,,,,8,ALB,2022/12/30,0,3025728,0
Albania,1/1/23,333811,3595,,,5,,11599.52046702342,,,,,8,ALB,2023/01/01,0,3025728,0
Albania,1/2/23,333812,3595,,,1,,11599.55521578984,,,,,8,ALB,2023/01/02,0,3025728,0
Albania,1/3/23,333812,3596,,,0,,11599.55521578984,,,,,8,ALB,2023/01/03,1,3025728,0
Albania,1/4/23,333818,3596,,,6,,11599.763708388353,,,,,8,ALB,2023/01/04,0,3025728,0
Albania,1/5/23,333850,3596,,,32,,11600.875668913754,,,,,8,ALB,2023/01/05,0,3025728,0
Albania,1/6/23,333887,3596,,,37,,11602.161373271249,,,,,8,ALB,2023/01/06,0,,
Algeria,12/10/22,271146,6881,,,6,,618.3342092912135,,,,,12,DZA,2022/12/10,0,15267442,0
Algeria,12/12/22,271147,6881,,,1,,618.336489738682,,,,,12,DZA,2022/12/12,0,15267442,0
Algeria,12/13/22,271149,6881,,,2,,618.3410506336189,,,,,12,DZA,2022/12/13,0,15267442,0
Algeria,12/14/22,271156,6881,,,7,,618.3570137658984,,,,,12,DZA,2022/12/14,0,15267442,0
Algeria,12/17/22,271168,6881,,,12,,618.3843791355202,,,,,12,DZA,2022/12/17,0,15267442,0
Algeria,12/18/22,271174,6881,,,6,,618.3980618203311,,,,,12,DZA,2022/12/18,0,15267442,0
Algeria,12/19/22,271179,6881,,,5,,618.4094640576736,,,,,12,DZA,2022/12/19,0,15267442,0
Algeria,12/20/22,271182,6881,,,3,,618.4163054000791,,,,,12,DZA,2022/12/20,0,15267442,0
Algeria,12/21/22,271186,6881,,,4,,618.4254271899531,,,,,12,DZA,2022/12/21,0,15267442,0
Algeria,12/22/22,271190,6881,,,4,,618.434548979827,,,,,12,DZA,2022/12/22,0,15267442,0
Algeria,12/23/22,271193,6881,,,3,,618.4413903222325,,,,,12,DZA,2022/12/23,0,15267442,0
Algeria,12/24/22,271194,6881,,,1,,618.4436707697009,,,,,12,DZA,2022/12/24,0,15267442,0
Algeria,12/25/22,271198,6881,,,4,,618.452792559575,,,,,12,DZA,2022/12/25,0,15267442,0
Algeria,12/27/22,271202,6881,,,4,,618.4619143494489,,,,,12,DZA,2022/12/27,0,15267442,0
Algeria,12/28/22,271208,6881,,,6,,618.4755970342599,,,,,12,DZA,2022/12/28,0,15267442,0
Algeria,12/29/22,271217,6881,,,9,,618.4961210614763,,,,,12,DZA,2022/12/29,0,15267442,0
Algeria,12/30/22,271223,6881,,,6,,618.5098037462872,,,,,12,DZA,2022/12/30,0,15267442,0
Algeria,12/31/22,271228,6881,,,5,,618.5212059836297,,,,,12,DZA,2022/12/31,0,15267442,0
Algeria,1/1/23,271229,6881,,,1,,618.5234864310981,,,,,12,DZA,2023/01/01,0,15267442,0
Algeria,1/3/23,271230,6881,,,1,,618.5257668785666,,,,,12,DZA,2023/01/03,0,15267442,0
Algeria,1/4/23,271236,6881,,,6,,618.5394495633775,,,,,12,DZA,2023/01/04,0,15267442,0
Algeria,1/5/23,271244,6881,,,8,,618.5576931431254,,,,,12,DZA,2023/01/05,0,15267442,0
Algeria,1/6/23,271250,6881,,,6,,618.5713758279364,,,,,12,DZA,2023/01/06,0,,
Andorra,12/10/22,47446,158,,,0,,61406.84656700964,,,,,20,AND,2022/12/10,0,154367,0
Andorra,12/14/22,47606,158,,,160,,61613.9260984922,,,,,20,AND,2022/12/14,0,154367,0
Andorra,12/20/22,47686,165,,,80,,61717.46586423348,,,,,20,AND,2022/12/20,7,154367,0
Andorra,12/28/22,47751,165,,,65,,61801.591923898275,,,,,20,AND,2022/12/28,0,154367,0
Andorra,1/5/23,47781,165,,,30,,61840.41933605125,,,,,20,AND,2023/01/05,0,154367,0
Andorra,1/6/23,47781,165,,,0,,61840.41933605125,,,,,20,AND,2023/01/06,0,,
Angola,12/10/22,104808,1925,,,0,,318.89230623933327,,,,,24,AGO,2022/12/10,0,23468138,0
Angola,12/14/22,104946,1928,,,138,,319.3121896285882,,,,,24,AGO,2022/12/14,3,23468138,0
Angola,12/21/22,104973,1928,,,27,,319.3943407264859,,,,,24,AGO,2022/12/21,0,23468138,
Angola,12/27/22,105095,1930,,,122,,319.7655419836533,,,,,24,AGO,2022/12/27,2,23468138,0
Angola,1/6/23,105095,1930,,,0,,319.7655419836533,,,,,24,AGO,2023/01/06,0,,
Antarctica,12/10/22,11,0,,,0,,,,,,,10,ATA,2022/12/10,0,,
Antarctica,1/6/23,11,0,,,0,,,,,,,10,ATA,2023/01/06,0,,
Antigua and Barbuda,12/10/22,9106,146,,,0,,9298.668409443673,,,,,28,ATG,2022/12/10,0,136512,0
Antigua and Barbuda,1/6/23,9106,146,,,0,,9298.668409443673,,,,,28,ATG,2023/01/06,0,,
Argentina,12/10/22,9739856,130034,,,0,,21550.36741596455,,,,,32,ARG,2022/12/10,0,111144865,14914
Argentina,12/11/22,9766975,130041,,,27119,,21610.37080964445,,,,,32,ARG,2022/12/11,7,111169496,24631
Argentina,12/19/22,9829236,130080,,,62261,,21748.12925552757,,,,,32,ARG,2022/12/19,39,111815991,3897
Argentina,12/26/22,9891139,130124,,,61903,,21885.095592006306,,,,,32,ARG,2022/12/26,44,112160893,266
Argentina,1/2/23,9963697,130171,,,72558,,22045.63713994783,,,,,32,ARG,2023/01/02,47,112598044,647
Argentina,1/6/23,9963697,130171,,,0,,22045.63713994783,,,,,32,ARG,2023/01/06,0,,
Armenia,12/10/22,445828,8712,,,0,,15045.318729469222,,,,,51,ARM,2022/12/10,0,2150112,0
Armenia,12/12/22,445881,8712,,,53,,15047.107315858282,,,,,51,ARM,2022/12/12,0,2150112,0
Armenia,12/26/22,445976,8716,,,95,,15050.31327259339,,,,,51,ARM,2022/12/26,4,2150112,0
Armenia,1/6/23,445976,8716,,,0,,15050.31327259339,,,,,51,ARM,2023/01/06,0,,
Australia,12/10/22,10859627,16462,,,2686,,42654.182885108625,,,,,36,AUS,2022/12/10,0,63505559,0
Australia,12/11/22,10862500,16462,,,2873,,42665.467385711534,,,,,36,AUS,2022/12/11,0,63505559,0
Australia,12/12/22,10866876,16482,,,4376,,42682.655333723495,,,,,36,AUS,2022/12/12,20,63505559,0
Australia,12/13/22,10870758,16492,,,3882,,42697.90296036481,,,,,36,AUS,2022/12/13,10,63505559,0
Australia,12/14/22,10874967,16512,,,4209,,42714.434969775764,,,,,36,AUS,2022/12/14,20,63505559,0
Australia,12/15/22,10950647,16651,,,75680,,43011.68906153647,,,,,36,AUS,2022/12/15,139,63505559,0
Australia,12/16/22,10969578,16692,,,18931,,43086.04579001324,,,,,36,AUS,2022/12/16,41,63548762,43203
Australia,12/18/22,10975374,16692,,,5796,,43108.81118002176,,,,,36,AUS,2022/12/18,0,63548762,0
Australia,12/19/22,10979204,16712,,,3830,,43123.854562308275,,,,,36,AUS,2022/12/19,20,63548762,0
Australia,12/20/22,10983380,16734,,,4176,,43140.25695510945,,,,,36,AUS,2022/12/20,22,63548762,0
Australia,12/21/22,10986958,16756,,,3578,,43154.31053783037,,,,,36,AUS,2022/12/21,22,63548762,0
Australia,12/22/22,11068107,16916,,,81149,,43473.04563682997,,,,,36,AUS,2022/12/22,160,63548762,0
Australia,12/23/22,11074949,16940,,,6842,,43499.91948059089,,,,,36,AUS,2022/12/23,24,63583562,34800
Australia,12/24/22,11077191,16940,,,2242,,43508.725554503784,,,,,36,AUS,2022/12/24,0,63583562,0
Australia,12/25/22,11078796,16940,,,1605,,43515.02963507033,,,,,36,AUS,2022/12/25,0,64248569,665007
Australia,12/26/22,11080686,16940,,,1890,,43522.45313181224,,,,,36,AUS,2022/12/26,0,64248569,0
Australia,12/27/22,11082803,16940,,,2117,,43530.76823371839,,,,,36,AUS,2022/12/27,0,64248569,0
Australia,12/28/22,11085540,16964,,,2737,,43541.51855677797,,,,,36,AUS,2022/12/28,24,64248569,0
Australia,12/29/22,11125235,17027,,,39695,,43697.431627238344,,,,,36,AUS,2022/12/29,63,64248569,0
Australia,12/30/22,11130283,17052,,,5048,,43717.25904075853,,,,,36,AUS,2022/12/30,25,64248569,0
Australia,12/31/22,11131707,17052,,,1424,,43722.85219385932,,,,,36,AUS,2022/12/31,0,64248569,0
Australia,1/1/23,11132933,17052,,,1226,,43727.66764730142,,,,,36,AUS,2023/01/01,0,64248569,0
Australia,1/3/23,11135105,17082,,,2172,,43736.19877689054,,,,,36,AUS,2023/01/03,30,64248569,0
Australia,1/4/23,11136734,17112,,,1629,,43742.59712408237,,,,,36,AUS,2023/01/04,30,64248569,0
Australia,1/5/23,11190571,17285,,,53837,,43954.05680349729,,,,,36,AUS,2023/01/05,173,64248569,0
Australia,1/6/23,11205520,17304,,,14949,,44012.77312772735,,,,,36,AUS,2023/01/06,19,,
Austria,12/10/22,5608411,21265,,,3800,,62271.39589625155,,,,,40,AUT,2022/12/10,8,20242954,12298
Austria,12/11/22,5613343,21265,,,4932,,62326.15695505418,,,,,40,AUT,2022/12/11,0,20247342,4388
Austria,12/12/22,5616644,21265,,,3301,,62362.80866939066,,,,,40,AUT,2022/12/12,0,20247932,590
Austria,12/13/22,5622037,21272,,,5393,,62422.68831053473,,,,,40,AUT,2022/12/13,7,20253925,5993
Austria,12/14/22,5629173,21286,,,7136,,62501.920856279976,,,,,40,AUT,2022/12/14,14,20263306,9381
Austria,12/15/22,5634944,21291,,,5771,,62565.99751287973,,,,,40,AUT,2022/12/15,5,20263306,0
Austria,12/16/22,5639992,21306,,,5048,,62622.04654467934,,,,,40,AUT,2022/12/16,15,20263306,0
Austria,12/17/22,5644634,21316,,,4642,,62673.58767098952,,,,,40,AUT,2022/12/17,10,20263306,0
Austria,12/18/22,5648626,21317,,,3992,,62717.911707230414,,,,,40,AUT,2022/12/18,1,20263306,0
Austria,12/19/22,5651522,21318,,,2896,,62750.06661929295,,,,,40,AUT,2022/12/19,1,20263306,0
Austria,12/20/22,5656559,21332,,,5037,,62805.993515722155,,,,,40,AUT,2022/12/20,14,20263306,0
Austria,12/21/22,5662588,21345,,,6029,,62872.93480191864,,,,,40,AUT,2022/12/21,13,20263306,0
Austria,12/22/22,5668157,21348,,,5569,,62934.768608989165,,,,,40,AUT,2022/12/22,3,20263306,0
Austria,12/23/22,5672998,21360,,,4841,,62988.519275182094,,,,,40,AUT,2022/12/23,12,20263306,0
Austria,12/24/22,5678097,21370,,,5099,,63045.13457097176,,,,,40,AUT,2022/12/24,10,20263306,0
Austria,12/25/22,5682776,21370,,,4679,,63097.086516255105,,,,,40,AUT,2022/12/25,0,20263306,0
Austria,12/26/22,5684530,21373,,,1754,,63116.56155622668,,,,,40,AUT,2022/12/26,3,20263306,0
Austria,12/27/22,5686952,21376,,,2422,,63143.45354414638,,,,,40,AUT,2022/12/27,3,20263306,0
Austria,12/28/22,5691663,21407,,,4711,,63195.760792325455,,,,,40,AUT,2022/12/28,31,20263306,0
Austria,12/29/22,5696474,21419,,,4811,,63249.17836205365,,,,,40,AUT,2022/12/29,12,20263306,0
Austria,12/30/22,5700832,21422,,,4358,,63297.56617516433,,,,,40,AUT,2022/12/30,3,20263306,0
Austria,12/31/22,5705093,21443,,,4261,,63344.876976372354,,,,,40,AUT,2022/12/31,21,20263306,0
Austria,1/1/23,5707962,21443,,,2869,,63376.73210161663,,,,,40,AUT,2023/01/01,0,20263306,0
Austria,1/2/23,5709405,21444,,,1443,,63392.754041570435,,,,,40,AUT,2023/01/02,1,20263306,0
Austria,1/3/23,5712491,21448,,,3086,,63427.018564576305,,,,,40,AUT,2023/01/03,4,20263306,0
Austria,1/4/23,5716267,21466,,,3776,,63468.94430627109,,,,,40,AUT,2023/01/04,18,20263306,0
Austria,1/5/23,5719585,21473,,,3318,,63505.78477527092,,,,,40,AUT,2023/01/05,7,20263306,0
Austria,1/6/23,5722574,21482,,,2989,,63538.97228637413,,,,,40,AUT,2023/01/06,9,,
Azerbaijan,12/10/22,824802,9986,,,53,,8134.8038671785425,,,,,31,AZE,2022/12/10,2,13857111,0
Azerbaijan,12/11/22,824870,9986,,,68,,8135.474533184406,,,,,31,AZE,2022/12/11,0,13857111,0
Azerbaijan,12/12/22,824879,9987,,,9,,8135.563297802829,,,,,31,AZE,2022/12/12,1,13857111,0
Azerbaijan,12/13/22,824943,9989,,,64,,8136.194512867171,,,,,31,AZE,2022/12/13,2,13857111,0
Azerbaijan,12/14/22,825035,9989,,,92,,8137.101884522162,,,,,31,AZE,2022/12/14,0,13857111,0
Azerbaijan,12/15/22,825150,9989,,,115,,8138.236099090902,,,,,31,AZE,2022/12/15,0,13857111,0
Azerbaijan,12/16/22,825231,9989,,,81,,8139.03498065671,,,,,31,AZE,2022/12/16,0,13857111,0
Azerbaijan,12/17/22,825337,9993,,,106,,8140.080430607027,,,,,31,AZE,2022/12/17,4,13857111,0
Azerbaijan,12/18/22,825409,9993,,,72,,8140.790547554411,,,,,31,AZE,2022/12/18,0,13857111,0
Azerbaijan,12/19/22,825420,9993,,,11,,8140.899037643595,,,,,31,AZE,2022/12/19,0,13857111,0
Azerbaijan,12/20/22,825527,9997,,,107,,8141.954350329292,,,,,31,AZE,2022/12/20,4,13857111,0
Azerbaijan,12/21/22,825656,9999,,,129,,8143.226643193357,,,,,31,AZE,2022/12/21,2,13857111,0
Azerbaijan,12/22/22,825737,10002,,,81,,8144.025524759164,,,,,31,AZE,2022/12/22,3,13857111,0
Azerbaijan,12/23/22,825821,10002,,,84,,8144.853994531113,,,,,31,AZE,2022/12/23,0,13857111,0
Azerbaijan,12/24/22,825893,10006,,,72,,8145.564111478498,,,,,31,AZE,2022/12/24,4,13857111,0
Azerbaijan,12/25/22,825965,10006,,,72,,8146.274228425883,,,,,31,AZE,2022/12/25,0,13857111,0
Azerbaijan,12/26/22,825980,10006,,,15,,8146.422169456588,,,,,31,AZE,2022/12/26,0,13857111,0
Azerbaijan,12/27/22,826075,10008,,,95,,8147.3591293177205,,,,,31,AZE,2022/12/27,2,13857111,0
Azerbaijan,12/28/22,826165,10008,,,90,,8148.246775501952,,,,,31,AZE,2022/12/28,0,13857111,0
Azerbaijan,12/29/22,826249,10008,,,84,,8149.075245273901,,,,,31,AZE,2022/12/29,0,13857111,0
Azerbaijan,12/30/22,826311,10008,,,62,,8149.686734867481,,,,,31,AZE,2022/12/30,0,13857111,0
Azerbaijan,12/31/22,826401,10008,,,90,,8150.574381051712,,,,,31,AZE,2022/12/31,0,13857111,0
Azerbaijan,1/1/23,826427,10008,,,26,,8150.830812171602,,,,,31,AZE,2023/01/01,0,13857111,0
Azerbaijan,1/2/23,826446,10008,,,19,,8151.018204143828,,,,,31,AZE,2023/01/02,0,13857111,0
Azerbaijan,1/3/23,826462,10008,,,16,,8151.176007909914,,,,,31,AZE,2023/01/03,0,13857111,0
Azerbaijan,1/4/23,826496,10008,,,34,,8151.511340912845,,,,,31,AZE,2023/01/04,0,13857111,0
Azerbaijan,1/5/23,826562,10009,,,66,,8152.162281447948,,,,,31,AZE,2023/01/05,1,13857111,0
Azerbaijan,1/6/23,826683,10013,,,121,,8153.35567242897,,,,,31,AZE,2023/01/06,4,,
Bahamas,12/10/22,37491,833,,,0,,9533.678492961184,,,,,44,BHS,2022/12/10,0,364701,0
Bahamas,1/6/23,37491,833,,,0,,9533.678492961184,,,,,44,BHS,2023/01/06,0,,
Bahrain,12/10/22,697267,1536,,,44,,40977.548553317705,,,,,48,BHR,2022/12/10,0,3476024,0
Bahrain,12/11/22,697387,1536,,,120,,40984.60080995168,,,,,48,BHR,2022/12/11,0,3476024,0
Bahrain,12/12/22,697461,1536,,,74,,40988.949701542624,,,,,48,BHR,2022/12/12,0,3476024,0
Bahrain,12/13/22,697520,1537,,,59,,40992.41706105432,,,,,48,BHR,2022/12/13,1,3476024,0
Bahrain,12/14/22,697618,1538,,,98,,40998.176403972066,,,,,48,BHR,2022/12/14,1,3476024,0
Bahrain,12/15/22,697697,1538,,,79,,41002.81913958943,,,,,48,BHR,2022/12/15,0,3476024,0
Bahrain,12/16/22,697713,1539,,,16,,41003.75944047396,,,,,48,BHR,2022/12/16,1,3476024,0
Bahrain,12/17/22,697758,1539,,,45,,41006.4040367117,,,,,48,BHR,2022/12/17,0,3476024,0
Bahrain,12/18/22,697810,1539,,,52,,41009.46001458642,,,,,48,BHR,2022/12/18,0,3476024,0
Bahrain,12/19/22,697844,1539,,,34,,41011.45815396604,,,,,48,BHR,2022/12/19,0,3476024,0
Bahrain,12/20/22,697938,1539,,,94,,41016.98242166265,,,,,48,BHR,2022/12/20,0,3476024,0
Bahrain,12/21/22,698028,1539,,,90,,41022.27161413813,,,,,48,BHR,2022/12/21,0,3476024,0
Bahrain,12/22/22,698136,1539,,,108,,41028.618645108705,,,,,48,BHR,2022/12/22,0,3476633,609
Bahrain,12/23/22,698183,1539,,,47,,41031.380778957006,,,,,48,BHR,2022/12/23,0,3476633,0
Bahrain,12/24/22,698241,1539,,,58,,41034.78936966343,,,,,48,BHR,2022/12/24,0,3476633,0
Bahrain,12/25/22,698313,1539,,,72,,41039.02072364381,,,,,48,BHR,2022/12/25,0,3476633,0
Bahrain,12/26/22,698440,1539,,,127,,41046.48436191476,,,,,48,BHR,2022/12/26,0,3476633,0
Bahrain,12/27/22,698535,1539,,,95,,41052.06739841665,,,,,48,BHR,2022/12/27,0,3476633,0
Bahrain,12/28/22,698599,1539,,,64,,41055.82860195477,,,,,48,BHR,2022/12/28,0,3476633,0
Bahrain,12/29/22,698668,1539,,,69,,41059.8836495193,,,,,48,BHR,2022/12/29,0,3476633,0
Bahrain,12/31/22,698737,1539,,,69,,41063.93869708383,,,,,48,BHR,2022/12/31,0,3476633,0
Bahrain,1/1/23,698774,1539,,,37,,41066.11314287931,,,,,48,BHR,2023/01/01,0,3476633,0
Bahrain,1/2/23,698849,1539,,,75,,41070.52080327554,,,,,48,BHR,2023/01/02,0,3476633,0
Bahrain,1/3/23,698889,1539,,,40,,41072.87155548686,,,,,48,BHR,2023/01/03,0,3476633,0
Bahrain,1/4/23,698952,1539,,,63,,41076.573990219695,,,,,48,BHR,2023/01/04,0,3476633,0
Bahrain,1/5/23,699054,1539,,,102,,41082.56840835857,,,,,48,BHR,2023/01/05,0,3476633,0
Bahrain,1/6/23,699094,1539,,,40,,41084.919160569894,,,,,48,BHR,2023/01/06,0,,
Bangladesh,12/10/22,2036777,29436,,,17,,1236.7384969800999,,,,,50,BGD,2022/12/10,0,334842984,0
Bangladesh,12/11/22,2036806,29436,,,29,,1236.7561058869228,,,,,50,BGD,2022/12/11,0,334842984,0
Bangladesh,12/12/22,2036825,29437,,,19,,1236.7676427569104,,,,,50,BGD,2022/12/12,1,334842984,0
Bangladesh,12/13/22,2036845,29437,,,20,,1236.7797868305815,,,,,50,BGD,2022/12/13,0,334842984,0
Bangladesh,12/14/22,2036866,29437,,,21,,1236.7925381079363,,,,,50,BGD,2022/12/14,0,334842984,0
Bangladesh,12/15/22,2036881,29437,,,15,,1236.8016461631896,,,,,50,BGD,2022/12/15,0,334842984,0
Bangladesh,12/16/22,2036897,29437,,,16,,1236.8113614221263,,,,,50,BGD,2022/12/16,0,334842984,0
Bangladesh,12/17/22,2036911,29438,,,14,,1236.8198622736961,,,,,50,BGD,2022/12/17,1,334842984,0
Bangladesh,12/18/22,2036928,29438,,,17,,1236.8301847363166,,,,,50,BGD,2022/12/18,0,334842984,0
Bangladesh,12/19/22,2036948,29438,,,20,,1236.8423288099877,,,,,50,BGD,2022/12/19,0,334842984,0
Bangladesh,12/20/22,2036967,29438,,,19,,1236.8538656799753,,,,,50,BGD,2022/12/20,0,334842984,0
Bangladesh,12/21/22,2036987,29438,,,20,,1236.8660097536463,,,,,50,BGD,2022/12/21,0,334842984,0
Bangladesh,12/22/22,2037003,29438,,,16,,1236.8757250125832,,,,,50,BGD,2022/12/22,0,334842984,0
Bangladesh,12/23/22,2037011,29438,,,8,,1236.8805826420516,,,,,50,BGD,2022/12/23,0,334842984,0
Bangladesh,12/24/22,2037018,29438,,,7,,1236.8848330678366,,,,,50,BGD,2022/12/24,0,334842984,0
Bangladesh,12/25/22,2037024,29439,,,6,,1236.888476289938,,,,,50,BGD,2022/12/25,1,339008530,4165546
Bangladesh,12/26/22,2037031,29439,,,7,,1236.8927267157228,,,,,50,BGD,2022/12/26,0,339008530,0
Bangladesh,12/27/22,2037046,29439,,,15,,1236.9018347709762,,,,,50,BGD,2022/12/27,0,334842984,
Bangladesh,12/28/22,2037067,29439,,,21,,1236.9145860483306,,,,,50,BGD,2022/12/28,0,334842984,0
Bangladesh,12/30/22,2037102,29439,,,35,,1236.9358381772552,,,,,50,BGD,2022/12/30,0,334842984,0
Bangladesh,12/31/22,2037125,29440,,,23,,1236.949803861977,,,,,50,BGD,2022/12/31,1,334842984,0
Bangladesh,1/2/23,2037156,29440,,,31,,1236.968627176167,,,,,50,BGD,2023/01/02,0,334842984,
Bangladesh,1/3/23,2037187,29440,,,31,,1236.9874504903573,,,,,50,BGD,2023/01/03,0,341684199,6841215
Bangladesh,1/4/23,2037208,29440,,,21,,1237.000201767712,,,,,50,BGD,2023/01/04,0,341684199,0
Bangladesh,1/5/23,2037230,29440,,,22,,1237.0135602487503,,,,,50,BGD,2023/01/05,0,341990517,306318
Bangladesh,1/6/23,2037240,29440,,,10,,1237.0196322855857,,,,,50,BGD,2023/01/06,0,,
Barbados,12/10/22,104416,567,,,0,,36334.91201269439,,,,,52,BRB,2022/12/10,0,380962,0
Barbados,12/13/22,104944,568,,,528,,36518.64662753027,,,,,52,BRB,2022/12/13,1,380962,0
Barbados,12/30/22,105515,568,,,571,,36717.34447804406,,,,,52,BRB,2022/12/30,0,380980,0
Barbados,1/6/23,105515,568,,,0,,36717.34447804406,,,,,52,BRB,2023/01/06,0,,
Belarus,12/10/22,994037,7118,,,0,,10519.665910386577,,,,,112,BLR,2022/12/10,0,16797551,0
Belarus,1/6/23,994037,7118,,,0,,10519.665910386577,,,,,112,BLR,2023/01/06,0,,
Belgium,12/10/22,4648042,33100,,,0,,40105.22868057061,,,,,56,BEL,2022/12/10,0,29549732,3729
Belgium,12/12/22,4654473,33133,,,6431,,40160.718008258424,,,,,56,BEL,2022/12/12,33,29551527,20
Belgium,12/15/22,4658298,33155,,,3825,,40193.721690175065,,,,,56,BEL,2022/12/15,22,29559821,3258
Belgium,12/20/22,4664481,33211,,,6183,,40247.07117129679,,,,,56,BEL,2022/12/20,56,29570154,2481
Belgium,12/22/22,4668248,33228,,,3767,,40279.574405226194,,,,,56,BEL,2022/12/22,17,29576699,3365
Belgium,1/5/23,4682234,33395,,,13986,,40400.25139745786,,,,,56,BEL,2023/01/05,167,29584804,0
Belgium,1/6/23,4682234,33395,,,0,,40400.25139745786,,,,,56,BEL,2023/01/06,0,,
