Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Cuba,12/25/22,1111856,8530,,,29,,9816.312303692472,,,,,192,CUB,2022/12/25,0,42672459,6975
Cuba,12/26/22,1111887,8530,,,31,,9816.585995322876,,,,,192,CUB,2022/12/26,0,42673358,899
Cuba,12/27/22,1111898,8530,,,11,,9816.683111707856,,,,,192,CUB,2022/12/27,0,42678834,5476
Cuba,12/28/22,1111918,8530,,,20,,9816.85968695328,,,,,192,CUB,2022/12/28,0,42684967,6133
Cuba,12/29/22,1111942,8530,,,24,,9817.071577247785,,,,,192,CUB,2022/12/29,0,42684967,0
Cuba,12/30/22,1111972,8530,,,30,,9817.336440115918,,,,,192,CUB,2022/12/30,0,42712334,27367
Cuba,12/31/22,1111993,8530,,,21,,9817.521844123612,,,,,192,CUB,2022/12/31,0,42712334,0
Cuba,1/1/23,1112018,8530,,,25,,9817.742563180389,,,,,192,CUB,2023/01/01,0,42712334,0
Cuba,1/2/23,1112038,8530,,,20,,9817.91913842581,,,,,192,CUB,2023/01/02,0,42712334,0
Cuba,1/3/23,1112048,8530,,,10,,9818.007426048522,,,,,192,CUB,2023/01/03,0,42712334,0
Cuba,1/4/23,1112067,8530,,,19,,9818.175172531672,,,,,192,CUB,2023/01/04,0,42747321,34987
Cuba,1/5/23,1112088,8530,,,21,,9818.360576539366,,,,,192,CUB,2023/01/05,0,42712334,
Cuba,1/6/23,1112106,8530,,,18,,9818.519494260245,,,,,192,CUB,2023/01/06,0,,
Cyprus,12/10/22,622102,1242,,,0,,51525.76569890861,,,,,196,CYP,2022/12/10,0,1794533,0
Cyprus,12/16/22,625562,1250,,,3460,,51812.341130780274,,,,,196,CYP,2022/12/16,8,1794533,0
Cyprus,12/23/22,628509,1255,,,2947,,52056.427199487145,,,,,196,CYP,2022/12/23,5,1797542,0
Cyprus,12/30/22,631111,1258,,,2602,,52271.93855027618,,,,,196,CYP,2022/12/30,3,1843882,0
Cyprus,1/6/23,634709,1262,,,3598,,52569.94386931498,,,,,196,CYP,2023/01/06,4,,
Czechia,12/10/22,4567205,41952,,,988,,42648.35817260688,,,,,203,CZE,2022/12/10,3,18573468,3778
Czechia,12/11/22,4567383,41953,,,178,,42650.02032872966,,,,,203,CZE,2022/12/11,1,18573568,100
Czechia,12/12/22,4567493,41957,,,110,,42651.047503861715,,,,,203,CZE,2022/12/12,4,18573626,58
Czechia,12/13/22,4568993,41971,,,1500,,42665.05443748061,,,,,203,CZE,2022/12/13,14,18575136,1510
Czechia,12/14/22,4570189,41979,,,1196,,42676.22263255275,,,,,203,CZE,2022/12/14,8,18577439,2303
Czechia,12/15/22,4571137,41991,,,948,,42685.0750145999,,,,,203,CZE,2022/12/15,12,18579765,2326
Czechia,12/16/22,4571924,42001,,,787,,42692.423985771944,,,,,203,CZE,2022/12/16,10,18582170,2405
Czechia,12/17/22,4572726,42005,,,802,,42699.913026280185,,,,,203,CZE,2022/12/17,4,18584768,2598
Czechia,12/18/22,4572868,42006,,,142,,42701.23901599611,,,,,203,CZE,2022/12/18,1,18584906,138
Czechia,12/19/22,4572980,42012,,,112,,42702.28486703965,,,,,203,CZE,2022/12/19,6,18584935,29
Czechia,12/20/22,4574354,42026,,,1374,,42715.11521823456,,,,,203,CZE,2022/12/20,14,18586008,1073
Czechia,12/21/22,4575220,42044,,,866,,42723.20188791054,,,,,203,CZE,2022/12/21,18,18587064,1056
Czechia,12/22/22,4576016,42054,,,796,,42730.6349006843,,,,,203,CZE,2022/12/22,10,18588042,978
Czechia,12/23/22,4576689,42063,,,673,,42736.91934490132,,,,,203,CZE,2022/12/23,9,18588742,700
Czechia,12/24/22,4577186,42075,,,497,,42741.56030890705,,,,,203,CZE,2022/12/24,12,18588949,207
Czechia,12/25/22,4577278,42077,,,92,,42742.41940083567,,,,,203,CZE,2022/12/25,2,18588771,
Czechia,12/26/22,4577386,42083,,,108,,42743.42790005623,,,,,203,CZE,2022/12/26,6,18588950,179
Czechia,12/27/22,4577506,42087,,,120,,42744.548454745745,,,,,203,CZE,2022/12/27,4,18588951,1
Czechia,12/28/22,4578271,42094,,,765,,42751.691990891384,,,,,203,CZE,2022/12/28,7,18589146,195
Czechia,12/29/22,4578856,42106,,,585,,42757.154695002755,,,,,203,CZE,2022/12/29,12,18589563,417
Czechia,12/30/22,4579420,42116,,,564,,42762.42130204346,,,,,203,CZE,2022/12/30,10,18589869,306
Czechia,12/31/22,4579875,42131,,,455,,42766.670071907865,,,,,203,CZE,2022/12/31,15,18590089,220
Czechia,1/1/23,4579980,42134,,,105,,42767.650557261186,,,,,203,CZE,2023/01/01,3,18590097,8
Czechia,1/2/23,4580077,42140,,,97,,42768.55633896854,,,,,203,CZE,2023/01/02,6,18590102,5
Czechia,1/3/23,4580954,42158,,,877,,42776.74572615772,,,,,203,CZE,2023/01/03,18,18590549,447
Czechia,1/4/23,4581596,42168,,,642,,42782.740693746615,,,,,203,CZE,2023/01/04,10,18591091,542
Czechia,1/5/23,4582092,42178,,,496,,42787.372319796596,,,,,203,CZE,2023/01/05,10,18591971,880
Czechia,1/6/23,4582485,42186,,,393,,42791.04213640475,,,,,203,CZE,2023/01/06,8,,
Denmark,12/10/22,3411881,7628,,,0,,58904.72070816579,,,,,208,DNK,2022/12/10,0,13166328,112
Denmark,12/12/22,3413970,7645,,,2089,,58940.786433072186,,,,,208,DNK,2022/12/12,17,13166408,40
Denmark,12/13/22,3415044,7657,,,1074,,58959.32860087949,,,,,208,DNK,2022/12/13,12,13166615,207
Denmark,12/14/22,3416016,7669,,,972,,58976.10978068275,,,,,208,DNK,2022/12/14,12,13166766,151
Denmark,12/15/22,3417357,7675,,,1341,,58999.26159355948,,,,,208,DNK,2022/12/15,6,13166946,180
Denmark,12/16/22,3418420,7684,,,1063,,59017.61385089577,,,,,208,DNK,2022/12/16,9,13167135,189
Denmark,12/19/22,3421022,7711,,,2602,,59062.536309587216,,,,,208,DNK,2022/12/19,27,13167329,61
Denmark,12/20/22,3422229,7721,,,1207,,59083.37466763509,,,,,208,DNK,2022/12/20,10,13167490,161
Denmark,12/21/22,3424109,7729,,,1880,,59115.83209359202,,,,,208,DNK,2022/12/21,8,13167611,121
Denmark,12/22/22,3425840,7740,,,1731,,59145.71709589598,,,,,208,DNK,2022/12/22,11,13167761,150
Denmark,12/23/22,3427640,7750,,,1800,,59176.79335479091,,,,,208,DNK,2022/12/23,10,13167854,93
Denmark,12/27/22,3431002,7796,,,3362,,59234.83690057134,,,,,208,DNK,2022/12/27,46,13167911,2
Denmark,12/28/22,3432465,7807,,,1463,,59260.09499321761,,,,,208,DNK,2022/12/28,11,13168001,90
Denmark,1/3/23,3438226,7897,,,5761,,59359.55628626966,,,,,208,DNK,2023/01/03,90,13168336,
Denmark,1/4/23,3439086,7913,,,860,,59374.40383218613,,,,,208,DNK,2023/01/04,16,13168444,108
Denmark,1/5/23,3439956,7925,,,870,,59389.424023985346,,,,,208,DNK,2023/01/05,12,13168566,122
Denmark,1/6/23,3440519,7938,,,563,,59399.14398718415,,,,,208,DNK,2023/01/06,13,,
Diamond Princess,12/10/22,712,13,,,0,,,,,,,9999,,2022/12/10,0,,
Diamond Princess,1/6/23,712,13,,,0,,,,,,,9999,,2023/01/06,0,,
Djibouti,12/10/22,15690,189,,,0,,1588.0534654788148,,,,,262,DJI,2022/12/10,0,338051,0
Djibouti,1/6/23,15690,189,,,0,,1588.0534654788148,,,,,262,DJI,2023/01/06,0,,
Dominica,12/10/22,15760,74,,,0,,21891.625342056646,,,,,212,DMA,2022/12/10,0,67647,0
Dominica,1/6/23,15760,74,,,0,,21891.625342056646,,,,,212,DMA,2023/01/06,0,,
Dominican Republic,12/10/22,650990,4384,,,0,,6001.06711858807,,,,,214,DOM,2022/12/10,0,16149413,3122
Dominican Republic,12/13/22,652925,4384,,,1935,,6018.904665823002,,,,,214,DOM,2022/12/13,0,16152318,1688
Dominican Republic,12/14/22,654759,4384,,,1834,,6035.811157620864,,,,,214,DOM,2022/12/14,0,16154166,1848
Dominican Republic,12/16/22,655540,4384,,,781,,6043.010705109485,,,,,214,DOM,2022/12/16,0,16155911,0
Dominican Republic,1/3/23,658863,4384,,,3323,,6073.643350826113,,,,,214,DOM,2023/01/03,0,16174070,2296
Dominican Republic,1/5/23,659211,4384,,,348,,6076.851343817202,,,,,214,DOM,2023/01/05,0,16174070,2296
Dominican Republic,1/6/23,659211,4384,,,0,,6076.851343817202,,,,,214,DOM,2023/01/06,0,,
Ecuador,12/10/22,1018179,35940,,,0,,5770.988706040789,,,,,218,ECU,2022/12/10,0,39131610,20433
Ecuador,12/13/22,1024914,35940,,,6735,,5809.162356189912,,,,,218,ECU,2022/12/13,0,39131610,0
Ecuador,12/22/22,1031449,35940,,,6535,,5846.202416134162,,,,,218,ECU,2022/12/22,0,39244571,0
Ecuador,12/30/22,1040463,35940,,,9014,,5897.293326667823,,,,,218,ECU,2022/12/30,0,39296436,0
Ecuador,1/6/23,1040463,35940,,,0,,5897.293326667823,,,,,218,ECU,2023/01/06,0,,
Egypt,12/10/22,515645,24799,,,0,,503.8823551841115,,,,,818,EGY,2022/12/10,0,100825424,0
Egypt,12/13/22,515645,24800,,,0,,503.8823551841115,,,,,818,EGY,2022/12/13,1,100825424,0
Egypt,12/20/22,515645,24801,,,0,,503.8823551841115,,,,,818,EGY,2022/12/20,1,100993230,0
Egypt,1/3/23,515645,24802,,,0,,503.8823551841115,,,,,818,EGY,2023/01/03,1,100993230,0
Egypt,1/6/23,515645,24802,,,0,,503.8823551841115,,,,,818,EGY,2023/01/06,0,,
El Salvador,12/10/22,201785,4230,,,0,,3110.9890057369485,,,,,222,SLV,2022/12/10,0,11289175,0
El Salvador,1/6/23,201785,4230,,,0,,3110.9890057369485,,,,,222,SLV,2023/01/06,0,,
Equatorial Guinea,12/10/22,17184,183,,,0,,1224.8170864264407,,,,,226,GNQ,2022/12/10,0,488738,0
Equatorial Guinea,12/14/22,17186,183,,,2,,1224.9596396255126,,,,,226,GNQ,2022/12/14,0,488738,0
Equatorial Guinea,1/6/23,17186,183,,,0,,1224.9596396255126,,,,,226,GNQ,2023/01/06,0,,
Eritrea,12/10/22,10189,103,,,0,,287.3032491575324,,,,,232,ERI,2022/12/10,0,,
Eritrea,1/6/23,10189,103,,,0,,287.3032491575324,,,,,232,ERI,2023/01/06,0,,
Estonia,12/10/22,609827,2799,,,0,,45971.28316619413,,,,,233,EST,2022/12/10,0,2096813,434
Estonia,12/13/22,610473,2799,,,646,,46019.981319810424,,,,,233,EST,2022/12/13,0,2097179,225
Estonia,12/15/22,610473,2814,,,0,,46019.981319810424,,,,,233,EST,2022/12/15,15,2097975,397
Estonia,12/20/22,611291,2837,,,818,,46081.6455452874,,,,,233,EST,2022/12/20,23,2099130,284
Estonia,12/27/22,611891,2837,,,600,,46126.87602852234,,,,,233,EST,2022/12/27,0,2100460,18
Estonia,12/28/22,611891,2854,,,0,,46126.87602852234,,,,,233,EST,2022/12/28,17,2100755,295
Estonia,1/3/23,612451,2872,,,560,,46169.09114620829,,,,,233,EST,2023/01/03,18,2101596,151
Estonia,1/6/23,612451,2872,,,0,,46169.09114620829,,,,,233,EST,2023/01/06,0,,
Eswatini,12/10/22,73908,1422,,,0,,6370.47865646581,,,,,748,SWZ,2022/12/10,0,773579,0
Eswatini,12/14/22,73962,1422,,,54,,6375.133170827573,,,,,748,SWZ,2022/12/14,0,773579,0
Eswatini,12/18/22,73992,1422,,,30,,6377.719012139663,,,,,748,SWZ,2022/12/18,0,773579,0
Eswatini,12/25/22,74021,1422,,,29,,6380.218658741351,,,,,748,SWZ,2022/12/25,0,773579,0
Eswatini,1/1/23,74034,1422,,,13,,6381.339189976589,,,,,748,SWZ,2023/01/01,0,773579,0
Eswatini,1/6/23,74034,1422,,,0,,6381.339189976589,,,,,748,SWZ,2023/01/06,0,,
Ethiopia,12/10/22,495196,7572,,,91,,430.7416201528792,,,,,231,ETH,2022/12/10,0,52509414,0
Ethiopia,12/11/22,495241,7572,,,45,,430.7807629830048,,,,,231,ETH,2022/12/11,0,52509414,0
Ethiopia,12/12/22,495284,7572,,,43,,430.8181661317915,,,,,231,ETH,2022/12/12,0,52509414,0
Ethiopia,12/13/22,495420,7572,,,136,,430.93646446283776,,,,,231,ETH,2022/12/13,0,52509414,0
Ethiopia,12/15/22,495747,7572,,,327,,431.2209023617505,,,,,231,ETH,2022/12/15,0,52509414,0
Ethiopia,12/16/22,495965,7572,,,218,,431.4105276276923,,,,,231,ETH,2022/12/16,0,52509414,0
Ethiopia,12/17/22,496083,7572,,,118,,431.51316882668834,,,,,231,ETH,2022/12/17,0,52509414,0
Ethiopia,12/18/22,496160,7572,,,77,,431.5801465582366,,,,,231,ETH,2022/12/18,0,52509414,0
Ethiopia,12/19/22,496224,7572,,,64,,431.63581636108194,,,,,231,ETH,2022/12/19,0,52509414,0
Ethiopia,12/20/22,496378,7572,,,154,,431.76977182417846,,,,,231,ETH,2022/12/20,0,52509414,0
Ethiopia,12/21/22,496535,7572,,,157,,431.90633680928335,,,,,231,ETH,2022/12/21,0,52509414,0
Ethiopia,12/22/22,496778,7572,,,243,,432.1177080919616,,,,,231,ETH,2022/12/22,0,52509414,0
Ethiopia,12/23/22,496966,7572,,,188,,432.2812381378197,,,,,231,ETH,2022/12/23,0,52509414,0
Ethiopia,12/24/22,497096,7572,,,130,,432.39431742484925,,,,,231,ETH,2022/12/24,0,52509414,0
Ethiopia,12/25/22,497203,7572,,,107,,432.48739037648124,,,,,231,ETH,2022/12/25,0,52509414,0
Ethiopia,12/26/22,497312,7572,,,109,,432.58220300945214,,,,,231,ETH,2022/12/26,0,52509414,0
Ethiopia,12/27/22,497484,7572,,,172,,432.7318156045989,,,,,231,ETH,2022/12/27,0,52509414,0
Ethiopia,12/28/22,497671,7572,,,187,,432.89447580978754,,,,,231,ETH,2022/12/28,0,52509414,0
Ethiopia,12/29/22,497840,7572,,,169,,433.0414788829259,,,,,231,ETH,2022/12/29,0,52509414,0
Ethiopia,12/30/22,497974,7572,,,134,,433.1580375326333,,,,,231,ETH,2022/12/30,0,52509414,0
Ethiopia,12/31/22,498001,7572,,,27,,433.18152323070865,,,,,231,ETH,2022/12/31,0,52509414,0
Ethiopia,1/1/23,498157,7572,,,156,,433.3172183751441,,,,,231,ETH,2023/01/01,0,52509414,0
Ethiopia,1/2/23,498228,7572,,,71,,433.3789770626756,,,,,231,ETH,2023/01/02,0,52509414,0
Ethiopia,1/3/23,498341,7572,,,113,,433.47726905832434,,,,,231,ETH,2023/01/03,0,52509414,0
Ethiopia,1/4/23,498452,7572,,,111,,433.57382137263414,,,,,231,ETH,2023/01/04,0,52509414,0
Ethiopia,1/5/23,498552,7572,,,100,,433.6608054395799,,,,,231,ETH,2023/01/05,0,52509414,0
Ethiopia,1/6/23,498630,7572,,,78,,433.72865301179763,,,,,231,ETH,2023/01/06,0,,
Fiji,12/10/22,68553,878,,,0,,7647.214996140306,,,,,242,FJI,2022/12/10,0,1548954,0
Fiji,12/19/22,68625,878,,,72,,7655.2467304148395,,,,,242,FJI,2022/12/19,0,1550709,0
Fiji,12/23/22,68702,881,,,77,,7663.836224013993,,,,,242,FJI,2022/12/23,3,1551184,0
Fiji,1/1/23,68750,881,,,48,,7669.190713530349,,,,,242,FJI,2023/01/01,0,1551184,0
Fiji,1/5/23,68771,883,,,21,,7671.533302693754,,,,,242,FJI,2023/01/05,2,1551673,489
Fiji,1/6/23,68771,883,,,0,,7671.533302693754,,,,,242,FJI,2023/01/06,0,,
Finland,12/10/22,1417909,7572,,,0,,25590.708641010064,,,,,246,FIN,2022/12/10,0,13100867,0
Finland,12/15/22,1428446,7783,,,10537,,25780.882549878916,,,,,246,FIN,2022/12/15,211,13118577,17710
Finland,12/22/22,1438205,7933,,,9759,,25957.01495726727,,,,,246,FIN,2022/12/22,150,13140217,21640
Finland,1/5/23,1446397,8263,,,8192,,26104.86583146805,,,,,246,FIN,2023/01/05,330,13155024,5952
Finland,1/6/23,1446397,8263,,,0,,26104.86583146805,,,,,246,FIN,2023/01/06,0,,
France,12/10/22,38598292,160652,,,0,,59133.16262192235,,,,,250,FRA,2022/12/10,0,152387446,105602
France,12/12/22,38717933,160913,,,119641,,59316.454429478224,,,,,250,FRA,2022/12/12,261,152435335,9586
France,12/13/22,38815319,161049,,,97386,,59465.65124303408,,,,,250,FRA,2022/12/13,136,152509951,74616
France,12/14/22,38885679,161163,,,70360,,59573.443818987405,,,,,250,FRA,2022/12/14,114,152623603,113652
France,12/15/22,38948220,161269,,,62541,,59669.257569594236,,,,,250,FRA,2022/12/15,106,152704618,81015
France,12/16/22,39004649,161400,,,56429,,59755.707644473,,,,,250,FRA,2022/12/16,131,152810047,105429
France,12/19/22,39102670,161658,,,98021,,59905.87728755885,,,,,250,FRA,2022/12/19,258,152968512,7261
France,12/20/22,39174528,161788,,,71858,,60015.96482199395,,,,,250,FRA,2022/12/20,130,153031313,62801
France,12/21/22,39229380,161915,,,54852,,60099.998909205315,,,,,250,FRA,2022/12/21,127,153119877,88564
France,12/22/22,39278897,162035,,,49517,,60175.859696349726,,,,,250,FRA,2022/12/22,120,153176733,56856
France,12/23/22,39322741,162193,,,43844,,60243.029362354515,,,,,250,FRA,2022/12/23,158,153228469,51736
France,12/26/22,39363485,162193,,,40744,,60305.449781834934,,,,,250,FRA,2022/12/26,0,153262461,722
France,12/27/22,39423584,162616,,,60099,,60397.52235179256,,,,,250,FRA,2022/12/27,423,153282193,19732
France,12/28/22,39449665,162756,,,26081,,60437.47883521266,,,,,250,FRA,2022/12/28,140,153320758,38565
France,12/29/22,39474380,162888,,,24715,,60475.34258613203,,,,,250,FRA,2022/12/29,132,153350224,29466
France,12/30/22,39498188,163003,,,23808,,60511.81679943926,,,,,250,FRA,2022/12/30,115,153380782,30558
France,1/2/23,39537275,163255,,,39087,,60571.69867005164,,,,,250,FRA,2023/01/02,252,153408350,851
France,1/3/23,39560482,163418,,,23207,,60607.252142339144,,,,,250,FRA,2023/01/03,163,153430178,21828
France,1/4/23,39574616,163541,,,14134,,60628.9056424603,,,,,250,FRA,2023/01/04,123,153479179,49001
France,1/5/23,39586288,163684,,,11672,,60646.78732163209,,,,,250,FRA,2023/01/05,143,153513647,34468
France,1/6/23,39596671,163691,,,10383,,60662.694233458744,,,,,250,FRA,2023/01/06,7,,
Gabon,12/10/22,48973,306,,,0,,2200.313784972827,,,,,266,GAB,2022/12/10,0,572672,0
Gabon,12/29/22,48979,306,,,6,,2200.5833596917505,,,,,266,GAB,2022/12/29,0,572672,0
Gabon,12/30/22,48980,306,,,1,,2200.6282888115707,,,,,266,GAB,2022/12/30,0,572672,0
Gabon,1/6/23,48980,306,,,0,,2200.6282888115707,,,,,266,GAB,2023/01/06,0,,
Gambia,12/10/22,12586,372,,,0,,520.8005746764962,,,,,270,GMB,2022/12/10,0,815861,0
Gambia,1/6/23,12586,372,,,0,,520.8005746764962,,,,,270,GMB,2023/01/06,0,,
Georgia,12/10/22,1807654,16888,,,0,,45313.98096097564,,,,,268,GEO,2022/12/10,0,2930677,0
Georgia,12/14/22,1808085,16895,,,431,,45324.78519994736,,,,,268,GEO,2022/12/14,7,2930677,0
Georgia,12/22/22,1808820,16897,,,735,,45343.210062230915,,,,,268,GEO,2022/12/22,2,2930677,0
Georgia,1/3/23,1809359,16899,,,539,,45356.72162790552,,,,,268,GEO,2023/01/03,2,2930677,0
Georgia,1/6/23,1809359,16899,,,0,,45356.72162790552,,,,,268,GEO,2023/01/06,0,,
Germany,12/10/22,36726061,158851,,,0,,43834.24652539338,,,,,276,DEU,2022/12/10,0,190096768,39836
Germany,12/12/22,36758926,158966,,,32865,,43873.4724176571,,,,,276,DEU,2022/12/12,115,190109348,3609
Germany,12/13/22,36812671,159177,,,53745,,43937.61955229012,,,,,276,DEU,2022/12/13,211,190129377,20029
Germany,12/14/22,36860998,159364,,,48327,,43995.3000542049,,,,,276,DEU,2022/12/14,187,190170370,40993
Germany,12/15/22,36905873,159594,,,44875,,44048.860435015325,,,,,276,DEU,2022/12/15,230,190213600,43230
Germany,12/16/22,36946574,159737,,,40701,,44097.43895444408,,,,,276,DEU,2022/12/16,143,190260910,47310
Germany,12/19/22,36980883,159884,,,34309,,44138.38832726246,,,,,276,DEU,2022/12/19,147,190305344,2176
Germany,12/20/22,37035898,160045,,,55015,,44204.05126543039,,,,,276,DEU,2022/12/20,161,190322637,17293
Germany,12/21/22,37088426,160246,,,52528,,44266.745854471286,,,,,276,DEU,2022/12/21,201,190348445,25808
Germany,12/22/22,37136414,160424,,,47988,,44324.02174426139,,,,,276,DEU,2022/12/22,178,190374391,25946
Germany,12/23/22,37177845,160611,,,41431,,44373.47155233619,,,,,276,DEU,2022/12/23,187,190396727,22336
Germany,12/27/22,37211978,160768,,,34133,,44414.21086104265,,,,,276,DEU,2022/12/27,157,190413791,873
Germany,12/28/22,37272430,160972,,,60452,,44486.36310930453,,,,,276,DEU,2022/12/28,204,190422930,9139
Germany,12/29/22,37345969,161321,,,73539,,44574.13529525257,,,,,276,DEU,2022/12/29,349,190433663,10733
Germany,12/30/22,37369865,161465,,,23896,,44602.65627263075,,,,,276,DEU,2022/12/30,144,190444495,10832
Germany,12/31/22,37369866,161465,,,1,,44602.657466176846,,,,,276,DEU,2022/12/31,0,190456707,12212
Germany,1/1/23,37369867,161465,,,1,,44602.65865972293,,,,,276,DEU,2023/01/01,0,190461190,4483
Germany,1/2/23,37410650,161714,,,40783,,44651.335049931105,,,,,276,DEU,2023/01/02,249,190461445,255
Germany,1/3/23,37446795,162021,,,36145,,44694.47577337162,,,,,276,DEU,2023/01/03,307,190464604,3159
Germany,1/4/23,37475448,162256,,,28653,,44728.67444950223,,,,,276,DEU,2023/01/04,235,190471254,6650
Germany,1/5/23,37496370,162518,,,20922,,44753.645820807316,,,,,276,DEU,2023/01/05,262,190480832,9578
Germany,1/6/23,37509539,162688,,,13169,,44769.363629272884,,,,,276,DEU,2023/01/06,170,,
Ghana,12/10/22,171023,1461,,,0,,550.3919889151157,,,,,288,GHA,2022/12/10,0,20869800,0
Ghana,12/19/22,171038,1461,,,15,,550.4402624212156,,,,,288,GHA,2022/12/19,0,20869800,0
Ghana,12/30/22,171048,1461,,,10,,550.4724447586156,,,,,288,GHA,2022/12/30,0,21400939,0
Ghana,1/3/23,171065,1461,,,17,,550.5271547321955,,,,,288,GHA,2023/01/03,0,21400939,0
Ghana,1/6/23,171065,1461,,,0,,550.5271547321955,,,,,288,GHA,2023/01/06,0,,
Greece,12/10/22,5448700,34482,,,0,,52275.45549021324,,,,,300,GRC,2022/12/10,0,21949080,6826
Greece,12/13/22,5500737,34614,,,52037,,52774.70446287538,,,,,300,GRC,2022/12/13,132,21956017,5160
Greece,12/20/22,5548487,34779,,,47750,,53232.823463675144,,,,,300,GRC,2022/12/20,165,21990619,4163
Greece,1/6/23,5548487,34779,,,0,,53232.823463675144,,,,,300,GRC,2023/01/06,0,,
Grenada,12/10/22,19636,237,,,0,,17451.274895795377,,,,,308,GRD,2022/12/10,0,90507,0
Grenada,12/13/22,19644,238,,,8,,17458.384806121634,,,,,308,GRD,2022/12/13,1,90507,0
Grenada,1/3/23,19660,238,,,16,,17472.604626774144,,,,,308,GRD,2023/01/03,0,90507,0
Grenada,1/6/23,19680,238,,,20,,17490.379402589784,,,,,308,GRD,2023/01/06,0,,
Guatemala,12/10/22,1170585,19962,,,1950,,6533.898703847888,,,,,320,GTM,2022/12/10,1,19951539,665
Guatemala,12/11/22,1171512,19963,,,927,,6539.072974916172,,,,,320,GTM,2022/12/11,1,19951539,0
Guatemala,12/12/22,1172149,19964,,,637,,6542.628541982512,,,,,320,GTM,2022/12/12,1,19951539,0
Guatemala,12/13/22,1174448,19966,,,2299,,6555.460957501373,,,,,320,GTM,2022/12/13,2,19951539,0
Guatemala,12/14/22,1177088,19969,,,2640,,6570.196745657003,,,,,320,GTM,2022/12/14,3,19951539,0
Guatemala,12/15/22,1179809,19973,,,2721,,6585.38465458559,,,,,320,GTM,2022/12/15,4,19951539,0
Guatemala,12/16/22,1182292,19977,,,2483,,6599.244109884996,,,,,320,GTM,2022/12/16,4,19953123,1584
Guatemala,12/17/22,1184147,19982,,,1855,,6609.5982337595005,,,,,320,GTM,2022/12/17,5,19954034,911
Guatemala,12/18/22,1184754,19983,,,607,,6612.986348687708,,,,,320,GTM,2022/12/18,1,19954034,0
Guatemala,12/19/22,1185090,19984,,,336,,6614.861812634788,,,,,320,GTM,2022/12/19,1,19954034,0
Guatemala,12/20/22,1187909,19986,,,2819,,6630.596731881274,,,,,320,GTM,2022/12/20,2,19954034,0
Guatemala,12/21/22,1190610,19987,,,2701,,6645.673006051106,,,,,320,GTM,2022/12/21,1,19954034,0
Guatemala,12/22/22,1193391,19989,,,2781,,6661.195819255958,,,,,320,GTM,2022/12/22,2,19954034,0
Guatemala,12/23/22,1195644,19990,,,2253,,6673.771474829683,,,,,320,GTM,2022/12/23,1,19955569,1535
Guatemala,12/24/22,1196725,19992,,,1081,,6679.805333540378,,,,,320,GTM,2022/12/24,2,19955569,0
Guatemala,12/25/22,1196920,19993,,,195,,6680.893772438238,,,,,320,GTM,2022/12/25,1,19955569,0
Guatemala,12/26/22,1197058,19994,,,138,,6681.664052273645,,,,,320,GTM,2022/12/26,1,19955569,0
Guatemala,12/27/22,1197608,19995,,,550,,6684.734008139402,,,,,320,GTM,2022/12/27,1,19955569,0
Guatemala,12/28/22,1199343,19997,,,1735,,6694.418323461378,,,,,320,GTM,2022/12/28,2,19955569,0
Guatemala,12/29/22,1201651,19998,,,2308,,6707.300974621679,,,,,320,GTM,2022/12/29,1,19955569,0
Guatemala,12/30/22,1203380,20000,,,1729,,6716.9517995160295,,,,,320,GTM,2022/12/30,2,19955569,0
Guatemala,12/31/22,1204132,20001,,,752,,6721.149266445209,,,,,320,GTM,2022/12/31,1,19955569,0
Guatemala,1/1/23,1204300,20002,,,168,,6722.086998418749,,,,,320,GTM,2023/01/01,1,19955569,0
Guatemala,1/2/23,1204428,20003,,,128,,6722.80146087478,,,,,320,GTM,2023/01/02,1,19955569,0
Guatemala,1/3/23,1204860,20004,,,432,,6725.212771663883,,,,,320,GTM,2023/01/03,1,19955569,0
Guatemala,1/4/23,1206255,20005,,,1395,,6732.999296087029,,,,,320,GTM,2023/01/04,1,19958551,2982
Guatemala,1/5/23,1207914,20007,,,1659,,6742.259399325737,,,,,320,GTM,2023/01/05,2,19958551,0
Guatemala,1/6/23,1209481,20010,,,1567,,6751.0059826741735,,,,,320,GTM,2023/01/06,3,,
Guinea,12/10/22,38153,464,,,0,,290.51705075356404,,,,,324,GIN,2022/12/10,0,8749048,0
Guinea,12/14/22,38191,465,,,38,,290.8064027816781,,,,,324,GIN,2022/12/14,1,8749048,0
Guinea,12/26/22,38210,466,,,19,,290.95107879573516,,,,,324,GIN,2022/12/26,1,8749048,0
Guinea,1/6/23,38210,466,,,0,,290.95107879573516,,,,,324,GIN,2023/01/06,0,,
Guinea-Bissau,12/10/22,8848,176,,,0,,449.59395283938295,,,,,624,GNB,2022/12/10,0,673091,0
Guinea-Bissau,12/26/22,8947,176,,,99,,454.6244457565506,,,,,624,GNB,2022/12/26,0,673091,0
Guinea-Bissau,1/6/23,8947,176,,,0,,454.6244457565506,,,,,624,GNB,2023/01/06,0,,
Guyana,12/10/22,71745,1285,,,17,,9121.375510292299,,,,,328,GUY,2022/12/10,0,953690,0
