Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Australian Capital Territory,Australia,2022-12-20 06:31:32,-35.4735,149.0124,221718,136,,,,51791.17028731605,,,0.0613391785962348,3601,AUS,,,9626,7
New South Wales,Australia,2022-12-20 06:31:32,-33.8688,151.2093,3759120,5694,,,,46305.9866962306,,,0.151471621017685,3602,AUS,,,150146,179
Northern Territory,Australia,2022-12-20 06:31:32,-12.4634,130.8456,102149,84,,,,41591.61237785016,,,0.0822328167676629,3603,AUS,,,2739,5
Queensland,Australia,2022-12-20 06:31:32,-27.4698,153.0251,1729903,2394,,,,33816.88984458997,,,0.1383892622881167,3604,AUS,,,46807,77
South Australia,Australia,2022-12-20 06:31:32,-34.9285,138.6007,842328,1126,,,,47954.91033304868,,,0.1336771423958363,3605,AUS,,,41981,66
Tasmania,Australia,2022-12-20 06:31:32,-42.8821,147.3272,273019,216,,,,50983.94024276377,,,0.0791153729227636,3606,AUS,,,14718,15
Victoria,Australia,2022-12-20 06:31:32,-37.8136,144.9631,2806129,6255,,,,42325.35935685304,,,0.2229049341637537,3607,AUS,,,102987,284
Western Australia,Australia,2022-12-20 06:31:32,-31.9505,115.8605,1244838,807,,,,47321.4475784992,,,0.0648277125216293,3608,AUS,,,46113,72
Antwerp,Belgium,2022-12-20 06:31:32,51.2195,4.4024,750643,0,,,,40147.13354334583,,,0.0,5601,BEL,,,4506,0
Brussels,Belgium,2022-12-20 06:31:32,50.8503,4.3517,500874,0,,,,41114.05247669823,,,0.0,5602,BEL,,,3827,0
East Flanders,Belgium,2022-12-20 06:31:32,51.0362,3.7373,630408,0,,,,41331.31836971523,,,0.0,5603,BEL,,,3949,0
Flemish Brabant,Belgium,2022-12-20 06:31:32,50.9167,4.5833,455788,0,,,,39433.38325360797,,,0.0,5604,BEL,,,3293,0
Hainaut,Belgium,2022-12-20 06:31:32,50.5257,4.0621,512440,0,,,,38047.57803451041,,,0.0,5605,BEL,,,4145,0
Liege,Belgium,2022-12-20 06:31:32,50.4496,5.8492,414838,0,,,,37379.52784285457,,,0.0,5606,BEL,,,2392,0
Limburg,Belgium,2022-12-20 06:31:32,50.9739,5.342,344507,0,,,,39265.87414659722,,,0.0,5607,BEL,,,2126,0
Luxembourg,Belgium,2022-12-20 06:31:32,50.0547,5.4677,121729,0,,,,42450.96808391921,,,0.0,5608,BEL,,,754,0
Namur,Belgium,2022-12-20 06:31:32,50.331,4.8221,200608,0,,,,40458.86509946918,,,0.0,5609,BEL,,,1461,0
Unknown,Belgium,2022-12-20 06:31:32,,,62547,33155,,,,,,,53.008137880314,5610,BEL,,,375,134
Walloon Brabant,Belgium,2022-12-20 06:31:32,50.4,4.35,171813,0,,,,42316.492577933546,,,0.0,5611,BEL,,,1528,0
West Flanders,Belgium,2022-12-20 06:31:32,51.0536,3.1458,492103,0,,,,40976.314485675866,,,0.0,5612,BEL,,,2756,0
Acre,Brazil,2022-12-20 06:31:32,-9.0238,-70.812,157418,2035,,,,17849.16121936424,,,1.2927365358472347,7601,BRA,,,4735,6
Alagoas,Brazil,2022-12-20 06:31:32,-9.5713,-36.782,332694,7178,,,,9968.786677601469,,,2.157538158187404,7602,BRA,,,10488,43
Amapa,Brazil,2022-12-20 06:31:32,0.902,-52.003,182291,2165,,,,21554.253066282305,,,1.1876614863048642,7603,BRA,,,2561,1
Amazonas,Brazil,2022-12-20 06:31:32,-3.4168,-65.8561,624564,14411,,,,15069.354149510797,,,2.307369621047642,7604,BRA,,,2538,34
Bahia,Brazil,2022-12-20 06:31:32,-12.5797,-41.7007,1753836,31093,,,,11792.028865067748,,,1.7728567551355998,7605,BRA,,,45398,288
Ceara,Brazil,2022-12-20 06:31:32,-5.4984,-39.3206,1429461,28048,,,,15653.184302630792,,,1.9621381765574577,7606,BRA,,,40052,35
Distrito Federal,Brazil,2022-12-20 06:31:32,-15.7998,-47.8645,878979,11837,,,,29150.94114354014,,,1.3466760866869405,7607,BRA,,,32375,5
Espirito Santo,Brazil,2022-12-20 06:31:32,-19.1834,-40.3089,1296718,14912,,,,32267.5027683426,,,1.1499801807332048,7608,BRA,,,73991,73
Goias,Brazil,2022-12-20 06:31:32,-15.827,-49.8362,1791312,27674,,,,25523.249468465117,,,1.5449011674124886,7609,BRA,,,52366,80
Maranhao,Brazil,2022-12-20 06:31:32,-4.9609,-45.2744,486418,11024,,,,6874.990194597141,,,2.266363498061338,7610,BRA,,,10519,24
Mato Grosso,Brazil,2022-12-20 06:31:32,-12.6819,-56.9211,849670,14996,,,,24384.51114173592,,,1.7649204985464946,7611,BRA,,,16123,32
Mato Grosso do Sul,Brazil,2022-12-20 06:31:32,-20.7722,-54.7852,587813,10870,,,,21152.067696634676,,,1.8492275604656585,7612,BRA,,,5074,22
Minas Gerais,Brazil,2022-12-20 06:31:32,-18.5122,-44.555,4012812,64217,,,,18956.264436641657,,,1.6002992415293813,7613,BRA,,,124358,309
Para,Brazil,2022-12-20 06:31:32,-1.9981,-54.9306,858760,18941,,,,9982.25591125747,,,2.205622059714006,7614,BRA,,,10796,40
Paraiba,Brazil,2022-12-20 06:31:32,-7.24,-36.782,694103,10495,,,,17274.2922262039,,,1.512023431680889,7615,BRA,,,34873,78
Parana,Brazil,2022-12-20 06:31:32,-25.2521,-52.0215,2830139,45621,,,,24752.052154822693,,,1.6119702954519195,7616,BRA,,,70867,158
Pernambuco,Brazil,2022-12-20 06:31:32,-8.8137,-36.9541,1109316,22534,,,,11607.280096590262,,,2.031341835870032,7617,BRA,,,35548,97
Piaui,Brazil,2022-12-20 06:31:32,-7.7183,-42.7289,408687,7988,,,,12485.751828394425,,,1.9545520165799253,7618,BRA,,,3535,28
Rio Grande do Norte,Brazil,2022-12-20 06:31:32,-5.4026,-36.9541,578647,8599,,,,16500.463520997317,,,1.4860528093984762,7620,BRA,,,20057,114
Rio Grande do Sul,Brazil,2022-12-20 06:31:32,-30.0346,-51.2177,2837151,41382,,,,24937.078319265333,,,1.4585758741780046,7621,BRA,,,82907,151
Rio de Janeiro,Brazil,2022-12-20 06:31:32,-22.9068,-43.1729,2681363,76313,,,,15530.67971322002,,,2.846052548647833,7619,BRA,,,90863,369
Rondonia,Brazil,2022-12-20 06:31:32,-11.5057,-63.5806,465467,7384,,,,26190.662409092827,,,1.5863638023748192,7622,BRA,,,7235,21
Roraima,Brazil,2022-12-20 06:31:32,-2.7376,-62.0751,180829,2178,,,,29851.542109842,,,1.204452825597664,7623,BRA,,,3910,3
Santa Catarina,Brazil,2022-12-20 06:31:32,-27.2423,-50.2189,1940488,22535,,,,27083.67644653268,,,1.1613058158566298,7624,BRA,,,47240,105
Sao Paulo,Brazil,2022-12-20 06:31:32,-23.5505,-46.6333,6262584,176926,,,,13638.313807413564,,,2.8251277747332413,7625,BRA,,,91979,985
Sergipe,Brazil,2022-12-20 06:31:32,-10.5741,-37.3857,356503,6477,,,,15508.923320004036,,,1.8168150057643275,7626,BRA,,,13140,33
Tocantins,Brazil,2022-12-20 06:31:32,-10.1753,-48.2982,357040,4208,,,,22699.962997483573,,,1.1785794308760924,7627,BRA,,,12040,0
Alberta,Canada,2022-12-20 06:31:32,53.9333,-116.5765,621512,5308,,,,13988.947256947578,,,0.8540462613754843,12401,CAN,,,4830,171
British Columbia,Canada,2022-12-20 06:31:32,53.7267,-127.6476,391285,4760,,,,7503.348639114981,,,1.2165045938382508,12402,CAN,,,2301,153
Diamond Princess,Canada,2022-12-20 06:31:32,,,0,1,,,,,,,,12413,CAN,,,0,0
Grand Princess,Canada,2022-12-20 06:31:32,,,13,0,,,,,,,0.0,12414,CAN,,,0,0
Manitoba,Canada,2022-12-20 06:31:32,53.7609,-98.8139,153349,2305,,,,11082.01175777679,,,1.5031072912115502,12403,CAN,,,1277,49
New Brunswick,Canada,2022-12-20 06:31:32,46.5653,-66.4619,84244,628,,,,10674.269061421017,,,0.7454536821613409,12404,CAN,,,2457,25
Newfoundland and Labrador,Canada,2022-12-20 06:31:32,53.1355,-57.6604,53785,282,,,,10332.281247058416,,,0.5243097517895324,12405,CAN,,,635,14
Northwest Territories,Canada,2022-12-20 06:31:32,64.8255,-124.8457,11511,22,,,,25296.677215189877,,,0.1911215359221614,12406,CAN,,,0,0
Nova Scotia,Canada,2022-12-20 06:31:32,44.682,-63.7443,133919,672,,,,13499.150752730444,,,0.5017958616775813,12407,CAN,,,2094,44
Nunavut,Canada,2022-12-20 06:31:32,70.2998,-83.1076,3531,7,,,,8961.246605588407,,,0.1982441234777683,12416,CAN,,,0,0
Ontario,Canada,2022-12-20 06:31:32,51.2538,-85.3232,1544172,15440,,,,10415.103563430224,,,0.9998886134446164,12408,CAN,,,13559,292
Prince Edward Island,Canada,2022-12-20 06:31:32,46.5107,-63.4168,55111,81,,,,33539.23489818523,,,0.1469761027744007,12409,CAN,,,1068,7
Quebec,Canada,2022-12-20 06:31:32,52.9399,-73.5491,1272878,17542,,,,14793.17496262128,,,1.3781367892288183,12410,CAN,,,28945,270
Repatriated Travellers,Canada,2022-12-20 06:31:32,,,13,0,,,,,,,0.0,,,,,0,0
Saskatchewan,Canada,2022-12-20 06:31:32,52.9399,-106.4509,150003,1750,,,,12713.799451452904,,,1.1666433337999906,12411,CAN,,,1715,88
Yukon,Canada,2022-12-20 06:31:32,64.2823,-135.0,4989,32,,,,11606.10431303215,,,0.6414111044297455,12412,CAN,,,0,0
Antofagasta,Chile,2022-12-20 06:31:32,-23.6509,-70.3975,176107,1919,,,,28987.184256354376,,,1.0896784341337935,15201,CHL,,,4295,13
Araucania,Chile,2022-12-20 06:31:32,-38.9489,-72.3311,284381,2830,,,,29708.92915346878,,,0.9951438387234028,15202,CHL,,,4383,46
Arica y Parinacota,Chile,2022-12-20 06:31:32,-18.594,-69.4785,76647,875,,,,33904.40044588354,,,1.1415971923232482,15203,CHL,,,2228,6
Atacama,Chile,2022-12-20 06:31:32,-27.5661,-70.0503,109913,693,,,,38039.55091644056,,,0.6304986671276374,15204,CHL,,,3508,5
Aysen,Chile,2022-12-20 06:31:32,-45.9864,-73.7669,34679,211,,,,33617.363655751375,,,0.6084373828541769,15205,CHL,,,959,4
Biobio,Chile,2022-12-20 06:31:32,-37.4464,-72.1416,490659,4701,,,,31517.04934143968,,,0.958099209430582,15206,CHL,,,9311,67
Coquimbo,Chile,2022-12-20 06:31:32,-29.959,-71.3389,201070,1897,,,,26540.881167286618,,,0.9434525289700104,15207,CHL,,,5428,25
Los Lagos,Chile,2022-12-20 06:31:32,-41.9198,-72.1416,236488,2499,,,,28536.951495581077,,,1.056713237035283,15208,CHL,,,4164,27
Los Rios,Chile,2022-12-20 06:31:32,-40.231,-72.3311,142267,1366,,,,36968.11896984957,,,0.960166447595015,15209,CHL,,,3648,22
Magallanes,Chile,2022-12-20 06:31:32,-52.368,-70.9863,65850,764,,,,39541.71245338762,,,1.1602126044039485,15210,CHL,,,1390,9
Maule,Chile,2022-12-20 06:31:32,-35.5183,-71.6885,335205,3259,,,,32078.568352552757,,,0.9722408675288255,15211,CHL,,,6355,50
Metropolitana,Chile,2022-12-20 06:31:32,-33.4376,-70.6505,1889022,30373,,,,26558.034464026023,,,1.6078690454637372,15212,CHL,,,34378,253
Nuble,Chile,2022-12-20 06:31:32,-36.7226,-71.7622,151309,1272,,,,31482.764575777812,,,0.8406638071760437,15213,CHL,,,4578,28
OHiggins,Chile,2022-12-20 06:31:32,-34.5755,-71.0022,213055,2774,,,,23296.029216394854,,,1.3020112177606722,15214,CHL,,,4832,39
Tarapaca,Chile,2022-12-20 06:31:32,-19.9232,-69.5132,108459,1155,,,,32810.88341531592,,,1.064918540646696,15215,CHL,,,3087,5
Unknown,Chile,2022-12-20 06:31:32,,,42,2,,,,,,,4.761904761904762,15217,CHL,,,0,0
Valparaiso,Chile,2022-12-20 06:31:32,-33.0472,-71.6127,470535,6313,,,,25911.91595141148,,,1.3416642757711963,15216,CHL,,,12260,93
Anhui,China,2022-12-20 06:31:32,31.8257,117.2264,1700,6,,,,2.785644446798951,,,0.3529411764705882,15601,CHN,,,134,0
Beijing,China,2022-12-20 06:31:32,40.1824,116.4142,27845,20,,,,127.18622013013692,,,0.0718261806428443,15602,CHN,,,20836,8
Chongqing,China,2022-12-20 06:31:32,30.0572,107.874,9767,7,,,,30.47030496105045,,,0.0716699088768301,15603,CHN,,,6029,1
Fujian,China,2022-12-20 06:31:32,26.0789,117.9874,7467,1,,,,17.975408139501685,,,0.0133922592741395,15604,CHN,,,1793,0
Gansu,China,2022-12-20 06:31:32,35.7518,104.2861,1562,2,,,,6.243047764791057,,,0.1280409731113956,15605,CHN,,,61,0
Guangdong,China,2022-12-20 06:31:32,23.3417,113.4244,61178,8,,,,48.54914801712941,,,0.013076596162019,15606,CHN,,,35655,0
Guangxi,China,2022-12-20 06:31:32,23.8298,108.7881,2443,2,,,,4.873640058919376,,,0.0818665575112566,15607,CHN,,,86,0
Guizhou,China,2022-12-20 06:31:32,26.8154,106.8748,1778,2,,,,4.610739007588478,,,0.1124859392575928,15608,CHN,,,696,0
Hainan,China,2022-12-20 06:31:32,19.1959,109.7453,10432,6,,,,103.47941600788477,,,0.0575153374233128,15609,CHN,,,1417,0
Hebei,China,2022-12-20 06:31:32,37.8957,114.9042,2914,7,,,,3.905630373634395,,,0.2402196293754289,15610,CHN,,,841,0
Heilongjiang,China,2022-12-20 06:31:32,47.862,127.7615,5467,13,,,,17.164787739361977,,,0.237790378635449,15611,CHN,,,1753,0
Henan,China,2022-12-20 06:31:32,33.882,113.614,9011,23,,,,9.068538151549332,,,0.2552435911663522,15612,CHN,,,2957,0
Hong Kong,China,2022-12-20 06:31:32,22.3,114.2,2370303,11251,,,,31616.737281692327,,,0.4746650533708137,344,HKG,,,326336,641
Hubei,China,2022-12-20 06:31:32,30.9756,112.2707,68861,4512,,,,119.23454748505767,,,6.552330056200171,15613,CHN,,,377,0
Hunan,China,2022-12-20 06:31:32,27.6104,111.7088,2749,4,,,,4.137264845632012,,,0.1455074572571844,15614,CHN,,,866,0
Inner Mongolia,China,2022-12-20 06:31:32,44.0935,113.9448,8386,1,,,,34.87024803989995,,,0.0119246362985928,15615,CHN,,,1642,0
Jiangsu,China,2022-12-20 06:31:32,32.9711,119.455,3788,0,,,,4.469721155478141,,,0.0,15616,CHN,,,684,0
Jiangxi,China,2022-12-20 06:31:32,27.614,115.7221,1686,1,,,,3.731026617644016,,,0.059311981020166,15617,CHN,,,175,0
Jilin,China,2022-12-20 06:31:32,43.6661,126.1923,40485,5,,,,168.1728001379777,,,0.0123502531801901,15618,CHN,,,144,0
Liaoning,China,2022-12-20 06:31:32,41.2956,122.6085,3081,2,,,,7.233853532943863,,,0.0649139889646218,15619,CHN,,,926,0
Macau,China,2022-12-20 06:31:32,22.1667,113.55,1569,13,,,,241.6292185011904,,,0.82855321861058,446,MAC,,,773,7
Ningxia,China,2022-12-20 06:31:32,37.2692,106.1655,239,0,,,,3.3182213112000105,,,0.0,15620,CHN,,,13,0
Qinghai,China,2022-12-20 06:31:32,35.7452,95.9956,531,0,,,,8.963603213190103,,,0.0,15621,CHN,,,163,0
Shaanxi,China,2022-12-20 06:31:32,35.1917,108.8701,5536,3,,,,14.004908143512564,,,0.0541907514450867,15622,CHN,,,864,0
Shandong,China,2022-12-20 06:31:32,36.3427,118.1498,4751,8,,,,4.679522493290558,,,0.1683856030309408,15623,CHN,,,1333,1
Shanghai,China,2022-12-20 06:31:32,31.202,121.4491,65262,595,,,,262.4031020998641,,,0.911709723882198,15624,CHN,,,860,0
Shanxi,China,2022-12-20 06:31:32,37.5777,112.2922,5064,0,,,,14.503539046826498,,,0.0,15625,CHN,,,2595,0
Sichuan,China,2022-12-20 06:31:32,30.6171,102.7103,11816,5,,,,14.121325273469813,,,0.0423155044008124,15626,CHN,,,3928,1
Tianjin,China,2022-12-20 06:31:32,39.3054,117.323,2777,3,,,,20.027392164537037,,,0.1080302484695714,15627,CHN,,,210,0
Tibet,China,2022-12-20 06:31:32,31.6927,88.0924,1515,0,,,,41.528466873166856,,,0.0,15628,CHN,,,19,0
Unknown,China,2022-12-20 06:31:32,,,1521800,0,,,,,,,0.0,15699,CHN,,,492660,0
Xinjiang,China,2022-12-20 06:31:32,41.1129,85.2401,2632,3,,,,10.18089461516934,,,0.1139817629179331,15629,CHN,,,274,0
Yunnan,China,2022-12-20 06:31:32,24.974,101.487,5277,2,,,,11.1778877698127,,,0.0379003221527383,15630,CHN,,,1972,0
Zhejiang,China,2022-12-20 06:31:32,29.1832,120.0934,6161,1,,,,9.541939215694413,,,0.0162311313098522,15631,CHN,,,2341,0
Amazonas,Colombia,2022-12-20 06:31:32,-1.4429,-71.5724,7827,265,,,,10219.483215605374,,,3.385716110898173,17001,COL,,,3,0
Antioquia,Colombia,2022-12-20 06:31:32,7.1986,-75.3412,945256,18520,,,,14753.25349900782,,,1.9592575979417215,17002,COL,,,1290,11
Arauca,Colombia,2022-12-20 06:31:32,7.0762,-70.7105,17033,562,,,,6496.83034931,,,3.299477484882287,17003,COL,,,13,3
Atlantico,Colombia,2022-12-20 06:31:32,10.6966,-74.8741,417365,10219,,,,16460.745481099122,,,2.4484563870952285,17004,COL,,,669,12
Bolivar,Colombia,2022-12-20 06:31:32,8.6704,-74.03,203134,3272,,,,9812.715266338504,,,1.6107594001988834,17005,COL,,,209,6
Boyaca,Colombia,2022-12-20 06:31:32,5.4545,-73.362,129419,2874,,,,10630.980075178088,,,2.2206940248340663,17006,COL,,,83,5
Caldas,Colombia,2022-12-20 06:31:32,5.2983,-75.2479,119372,2564,,,,11958.06682661244,,,2.14790738196562,17007,COL,,,36,1
Capital District,Colombia,2022-12-20 06:31:32,4.711,-74.0721,1859479,29881,,,,25085.49670923672,,,1.6069554966740685,17008,COL,,,4034,29
Caqueta,Colombia,2022-12-20 06:31:32,0.8699,-73.8419,25592,1041,,,,6374.271773323802,,,4.067677399187246,17009,COL,,,0,0
Casanare,Colombia,2022-12-20 06:31:32,5.7589,-71.5724,42901,1025,,,,10202.281072237123,,,2.389221696463952,17010,COL,,,37,0
Cauca,Colombia,2022-12-20 06:31:32,2.705,-76.826,76232,1847,,,,5205.368702235866,,,2.4228670374645818,17011,COL,,,44,0
Cesar,Colombia,2022-12-20 06:31:32,9.3373,-73.6536,109069,2688,,,,9084.7378004188,,,2.464494952736341,17012,COL,,,108,3
Choco,Colombia,2022-12-20 06:31:32,5.2528,-76.826,18835,429,,,,3521.7061249827048,,,2.2776745420759226,17013,COL,,,2,0
Cordoba,Colombia,2022-12-20 06:31:32,8.0493,-75.574,122247,3954,,,,6849.404101226872,,,3.234435200863825,17014,COL,,,157,3
Cundinamarca,Colombia,2022-12-20 06:31:32,5.026,-74.03,328087,7372,,,,11239.474351332276,,,2.2469649818493265,17015,COL,,,231,5
Guainia,Colombia,2022-12-20 06:31:32,2.5854,-68.5247,2792,37,,,,5802.884815230495,,,1.325214899713467,17016,COL,,,0,0
Guaviare,Colombia,2022-12-20 06:31:32,1.0654,-73.2603,5659,105,,,,6837.266060144743,,,1.855451493196678,17017,COL,,,1,0
Huila,Colombia,2022-12-20 06:31:32,2.5359,-75.5277,103043,3582,,,,9364.259450774549,,,3.4762186659938084,17018,COL,,,22,0
La Guajira,Colombia,2022-12-20 06:31:32,11.3548,-72.5205,57969,1543,,,,6583.197056418643,,,2.6617674964205005,17019,COL,,,51,0
Magdalena,Colombia,2022-12-20 06:31:32,10.4113,-74.4057,117621,3652,,,,8766.264255678794,,,3.104887732632778,17020,COL,,,70,0
Meta,Colombia,2022-12-20 06:31:32,3.272,-73.0877,107455,2598,,,,10334.974156553386,,,2.41775627006654,17021,COL,,,34,1
Narino,Colombia,2022-12-20 06:31:32,1.2892,-77.3579,107751,3387,,,,6608.090803830756,,,3.1433582982988555,17022,COL,,,56,1
Norte de Santander,Colombia,2022-12-20 06:31:32,7.9463,-72.8988,124587,5179,,,,8352.076069475608,,,4.156934511626414,17023,COL,,,185,3
Putumayo,Colombia,2022-12-20 06:31:32,0.436,-75.5277,21813,789,,,,6264.827015756127,,,3.617109063402558,17024,COL,,,24,1
Quindio,Colombia,2022-12-20 06:31:32,4.461,-75.6674,72725,2076,,,,13469.987256993836,,,2.854589205912685,17025,COL,,,10,0
Risaralda,Colombia,2022-12-20 06:31:32,5.3158,-75.9928,109538,2501,,,,11610.969248495603,,,2.2832259124687324,17026,COL,,,41,2
San Andres y Providencia,Colombia,2022-12-20 06:31:32,12.5567,-81.7185,10338,156,,,,16870.1044386423,,,1.5089959373186304,17027,COL,,,3,0
Santander,Colombia,2022-12-20 06:31:32,6.6437,-73.6536,293974,8316,,,,13455.191394140616,,,2.828821596467715,17028,COL,,,465,11
Sucre,Colombia,2022-12-20 06:31:32,8.814,-74.7233,67037,1744,,,,7408.524826410186,,,2.601548398645524,17029,COL,,,93,3
Tolima,Colombia,2022-12-20 06:31:32,4.0925,-75.1545,126931,4079,,,,9542.342542815408,,,3.213556971898118,17030,COL,,,25,1
Unknown,Colombia,2022-12-20 06:31:32,,,0,185,,,,,,,,17034,COL,,,0,-115
Valle del Cauca,Colombia,2022-12-20 06:31:32,3.8009,-76.6413,565776,15353,,,,12640.536421168905,,,2.713618110347558,17031,COL,,,1626,14
Vaupes,Colombia,2022-12-20 06:31:32,0.8554,-70.812,1955,22,,,,4792.019021006447,,,1.1253196930946292,17032,COL,,,2,0
Vichada,Colombia,2022-12-20 06:31:32,4.4234,-69.2878,3469,64,,,,3217.7574948055803,,,1.8449120784087636,17033,COL,,,0,0
Faroe Islands,Denmark,2022-12-20 06:31:32,61.8926,-6.9118,34658,28,,,,70926.02066919062,,,0.0807894281262623,234,FRO,,,0,0
Greenland,Denmark,2022-12-20 06:31:32,71.7069,-42.6043,11971,21,,,,21086.09878108927,,,0.1754239411912121,304,GRL,,,0,0
French Guiana,France,2022-12-20 06:31:32,4.0,-53.0,97526,411,,,,32652.118306426237,,,0.4214260812501281,254,GUF,,,3105,0
French Polynesia,France,2022-12-20 06:31:32,-17.6797,-149.4068,77772,649,,,,27686.327001395493,,,0.8344905621560459,258,PYF,,,945,0
Guadeloupe,France,2022-12-20 06:31:32,16.265,-61.551,198608,997,,,,49636.24049364327,,,0.5019938773866108,312,GLP,,,1503,4
Martinique,France,2022-12-20 06:31:32,14.6415,-61.0242,224826,1076,,,,59911.26270768657,,,0.4785923336268937,474,MTQ,,,949,19
Mayotte,France,2022-12-20 06:31:32,-12.8275,45.166244,41921,187,,,,15366.203223453427,,,0.4460771451062713,175,MYT,,,1309,0
New Caledonia,France,2022-12-20 06:31:32,-20.904305,165.618042,78380,314,,,,27454.45565709602,,,0.4006124011227354,540,NCL,,,3562,0
Reunion,France,2022-12-20 06:31:32,-21.1151,55.5364,484736,905,,,,54141.81488381652,,,0.1866995642989173,638,REU,,,5306,3
Saint Barthelemy,France,2022-12-20 06:31:32,17.9,-62.8333,5382,6,,,,54446.13050075873,,,0.1114827201783723,652,BLM,,,46,0
Saint Pierre and Miquelon,France,2022-12-20 06:31:32,46.8852,-56.3159,3306,2,,,,57049.18032786885,,,0.0604960677555958,666,SPM,,,73,1
St Martin,France,2022-12-20 06:31:32,18.0708,-63.0501,12104,63,,,,31309.65622494115,,,0.5204890945142102,663,MAF,,,70,0
Wallis and Futuna,France,2022-12-20 06:31:32,-14.2938,-178.1165,3415,7,,,,22336.320230230885,,,0.2049780380673499,876,WLF,,,0,0
Baden-Wurttemberg,Germany,2022-12-20 06:31:32,48.6616,9.3501,4942449,18428,,,,44514.36421528765,,,0.3728515964454059,27601,DEU,,,65992,406
Bayern,Germany,2022-12-20 06:31:32,48.7904,11.4979,6583321,27375,,,,50100.67972417127,,,0.41582356382136,27602,DEU,,,63222,396
Berlin,Germany,2022-12-20 06:31:32,52.52,13.405,1388019,5201,,,,37881.70480621645,,,0.3747066862917582,27603,DEU,,,35327,112
Brandenburg,Germany,2022-12-20 06:31:32,52.4125,12.5316,1082995,6255,,,,42788.01345359336,,,0.577564993374854,27604,DEU,,,34416,102
Bremen,Germany,2022-12-20 06:31:32,53.0793,8.8017,293419,909,,,,43141.60528134328,,,0.309795889155099,27605,DEU,,,10110,29
Hamburg,Germany,2022-12-20 06:31:32,53.5511,9.9937,789093,3337,,,,42596.61923110558,,,0.4228905845065157,27606,DEU,,,16788,115
Hessen,Germany,2022-12-20 06:31:32,50.6521,9.1624,2825832,11827,,,,44903.27107838137,,,0.4185316041434876,27607,DEU,,,48596,225
Mecklenburg-Vorpommern,Germany,2022-12-20 06:31:32,53.6127,12.4296,690562,2632,,,,42871.439444639655,,,0.3811388405385758,27608,DEU,,,22811,60
Niedersachsen,Germany,2022-12-20 06:31:32,52.6367,9.8451,3695060,12118,,,,46168.50719211197,,,0.3279513729141069,27609,DEU,,,141366,471
Nordrhein-Westfalen,Germany,2022-12-20 06:31:32,51.4332,7.6616,7687420,29534,,,,42885.21927057271,,,0.3841861118554729,27610,DEU,,,212659,742
Rheinland-Pfalz,Germany,2022-12-20 06:31:32,50.1183,7.309,1707466,6612,,,,41661.86193557423,,,0.3872405072780365,27611,DEU,,,31098,93
Saarland,Germany,2022-12-20 06:31:32,49.3964,7.023,475527,1997,,,,48326.35664350589,,,0.4199551234735357,27612,DEU,,,8584,38
Sachsen,Germany,2022-12-20 06:31:32,51.1045,13.2017,1922351,16480,,,,47384.24837827319,,,0.8572836074161274,27613,DEU,,,33358,135
Sachsen-Anhalt,Germany,2022-12-20 06:31:32,51.9503,11.6923,939705,6092,,,,43092.21326886427,,,0.6482885586434041,27614,DEU,,,21236,77
Schleswig-Holstein,Germany,2022-12-20 06:31:32,54.2194,9.6961,1143061,3241,,,,39268.63915489329,,,0.2835369241011634,27615,DEU,,,32505,121
Thuringen,Germany,2022-12-20 06:31:32,51.011,10.8453,869618,8007,,,,41015.13179894512,,,0.9207491105289908,27616,DEU,,,10749,111
Unknown,Germany,2022-12-20 06:31:32,,,0,0,,,,,,,,27617,DEU,,,0,0
Andaman and Nicobar Islands,India,2022-12-20 06:31:32,11.225999,92.968178,10741,129,,,,2575.5570262519304,,,1.2010054929708591,35601,IND,,,0,0
Andhra Pradesh,India,2022-12-20 06:31:32,15.9129,79.74,2339063,14733,,,,4339.361345954604,,,0.629867600829905,35602,IND,,,20,0
Arunachal Pradesh,India,2022-12-20 06:31:32,27.768456,96.384277,66890,296,,,,4259.267041843845,,,0.4425175661533861,35603,IND,,,3,0
Assam,India,2022-12-20 06:31:32,26.357149,92.830441,746100,8035,,,,2095.372209972304,,,1.0769333869454496,35604,IND,,,1,0
Bihar,India,2022-12-20 06:31:32,25.679658,85.60484,851365,12302,,,,682.1838980898114,,,1.4449736599460865,35605,IND,,,40,0
Chandigarh,India,2022-12-20 06:31:32,30.733839,76.768278,99342,1181,,,,8575.253803929829,,,1.188822451732399,35606,IND,,,13,0
Chhattisgarh,India,2022-12-20 06:31:32,21.264705,82.035366,1177741,14146,,,,4000.991159500005,,,1.201112978150544,35607,IND,,,25,1
Dadra and Nagar Haveli and Daman and Diu,India,2022-12-20 06:31:32,20.194742,73.080901,11591,4,,,,1882.499301635148,,,0.0345095332585626,35608,IND,,,0,0
